"day","winner_name","loser_name","winner_games_won","loser_games_won"
78597,"Tommy Robredo","Grigor Dimitrov",14,15
78597,"Victor Hanescu","Mikhail Youzhny",12,7
78610,"Alexandr Dolgopolov","Tommy Robredo",19,15
78610,"David Ferrer","Federico Delbonis",12,2
78610,"David Ferrer","Gilles Simon",13,6
78610,"David Ferrer","Lukas Rosol",13,9
78610,"Fernando Verdasco","Rafael Nadal",14,13
78610,"Kei Nishikori","Mikhail Youzhny",12,3
78610,"Mikhail Youzhny","Andrey Golubev",16,11
78610,"Novak Djokovic","Alexandr Dolgopolov",19,12
78610,"Novak Djokovic","Andy Murray",17,12
78610,"Novak Djokovic","David Ferrer",14,10
78610,"Novak Djokovic","John Isner",13,8
78610,"Novak Djokovic","Martin Klizan",17,8
78610,"Novak Djokovic","Steve Darcis",13,5
78610,"Rafael Nadal","Nicolas Almagro",12,6
78622,"Jiri Vesely","Mikhail Youzhny",13,9
78622,"Mikhail Youzhny","Yassine Idmbarek",12,4
78628,"David Ferrer","Gilles Simon",18,10
78628,"David Ferrer","Victor Estrella Burgos",8,2
78628,"Florian Mayer","Mikhail Youzhny",13,10
78628,"Gael Monfils","Roger Federer",13,10
78628,"Milos Raonic","Tommy Robredo",15,12
78628,"Novak Djokovic","Albert Ramos-Vinolas",12,5
78628,"Novak Djokovic","Andreas Haider-Maurer",12,4
78628,"Novak Djokovic","Marin Cilic",12,3
78628,"Novak Djokovic","Rafael Nadal",12,6
78628,"Novak Djokovic","Tomas Berdych",17,14
78628,"Rafael Nadal","David Ferrer",17,13
78628,"Rafael Nadal","John Isner",17,15
78628,"Rafael Nadal","Lucas Pouille",12,3
78628,"Roger Federer","Jeremy Chardy",12,3
78628,"Tommy Robredo","Andreas Seppi",13,13
78628,"Tommy Robredo","Marcel Granollers",12,2
78636,"David Ferrer","Albert Montanes",12,5
78636,"David Ferrer","Elias Ymer",12,7
78636,"David Ferrer","Philipp Kohlschreiber",13,9
78636,"Fabio Fognini","Rafael Nadal",13,10
78636,"Gael Monfils","Mikhail Youzhny",12,3
78636,"Martin Klizan","Tommy Robredo",13,10
78636,"Mikhail Youzhny","Marius Copil",13,13
78636,"Pablo Andujar","David Ferrer",13,9
78636,"Rafael Nadal","Nicolas Almagro",12,4
78636,"Tommy Robredo","Marcel Granollers",12,4
78636,"Tommy Robredo","Mikhail Kukushkin",12,5
78643,"Roger Federer","Daniel Gimeno-Traver",19,16
78643,"Roger Federer","Diego Schwartzman",15,13
78643,"Roger Federer","Jarkko Nieminen",13,7
78643,"Roger Federer","Pablo Cuevas",13,9
78643,"Thomaz Bellucci","Mikhail Youzhny",13,9
78649,"Andy Murray","Rafael Nadal",12,5
78649,"David Ferrer","Albert Ramos-Vinolas",12,4
78649,"David Ferrer","Fernando Verdasco",17,14
78649,"Kei Nishikori","David Ferrer",12,6
78649,"Nick Kyrgios","Roger Federer",20,19
78649,"Rafael Nadal","Grigor Dimitrov",12,7
78649,"Rafael Nadal","Simone Bolelli",12,4
78649,"Rafael Nadal","Steve Johnson",12,7
78649,"Rafael Nadal","Tomas Berdych",13,7
78656,"David Ferrer","David Goffin",16,11
78656,"David Ferrer","Guillermo Garcia-Lopez",12,4
78656,"David Ferrer","Richard Gasquet",13,9
78656,"Novak Djokovic","David Ferrer",12,8
78656,"Novak Djokovic","Kei Nishikori",15,10
78656,"Novak Djokovic","Nicolas Almagro",18,11
78656,"Novak Djokovic","Roger Federer",12,7
78656,"Novak Djokovic","Thomaz Bellucci",17,12
78656,"Rafael Nadal","John Isner",12,8
78656,"Rafael Nadal","Marsel Ilhan",12,2
78656,"Roger Federer","Kevin Anderson",13,8
78656,"Roger Federer","Pablo Cuevas",13,10
78656,"Roger Federer","Stan Wawrinka",12,6
78656,"Roger Federer","Tomas Berdych",12,6
78656,"Stan Wawrinka","Rafael Nadal",13,8
78663,"Mikhail Youzhny","Jan-Lennard Struff",14,12
78663,"Santiago Giraldo","Mikhail Youzhny",12,8
78670,"Andy Murray","David Ferrer",24,16
78670,"Borna Coric","Tommy Robredo",26,23
78670,"Damir Dzumhur","Mikhail Youzhny",12,3
78670,"David Ferrer","Daniel Gimeno-Traver",18,6
78670,"David Ferrer","Lukas Lacko",18,5
78670,"David Ferrer","Marin Cilic",18,8
78670,"David Ferrer","Simone Bolelli",24,17
78670,"Novak Djokovic","Andy Murray",28,21
78670,"Novak Djokovic","Gilles Muller",18,9
78670,"Novak Djokovic","Jarkko Nieminen",19,9
78670,"Novak Djokovic","Rafael Nadal",19,9
78670,"Novak Djokovic","Richard Gasquet",18,6
78670,"Novak Djokovic","Thanasi Kokkinakis",18,12
78670,"Rafael Nadal","Andrey Kuznetsov",18,6
78670,"Rafael Nadal","Jack Sock",23,13
78670,"Rafael Nadal","Nicolas Almagro",18,8
78670,"Rafael Nadal","Quentin Halys",18,10
78670,"Roger Federer","Alejandro Falla",18,10
78670,"Roger Federer","Damir Dzumhur",18,9
78670,"Roger Federer","Gael Monfils",22,14
78670,"Roger Federer","Marcel Granollers",19,11
78670,"Stan Wawrinka","Novak Djokovic",22,17
78670,"Stan Wawrinka","Roger Federer",19,13
78670,"Tommy Robredo","Andrey Golubev",22,15
78685,"Bernard Tomic","Tommy Haas",13,8
78685,"Illya Marchenko","Mikhail Youzhny",12,8
78685,"Rafael Nadal","Bernard Tomic",18,14
78685,"Rafael Nadal","Gael Monfils",12,7
78685,"Rafael Nadal","Marcos Baghdatis",19,15
78685,"Rafael Nadal","Viktor Troicki",13,9
78685,"Tommy Haas","Mikhail Kukushkin",13,9
78692,"Alexandr Dolgopolov","Rafael Nadal",18,14
78692,"Andreas Seppi","Tommy Haas",13,7
78692,"Andreas Seppi","Tommy Robredo",18,12
78692,"Gilles Muller","Mikhail Youzhny",19,17
78692,"Roger Federer","Andreas Seppi",13,10
78692,"Roger Federer","Ernests Gulbis",13,8
78692,"Roger Federer","Florian Mayer",13,6
78692,"Roger Federer","Ivo Karlovic",14,12
78692,"Roger Federer","Philipp Kohlschreiber",17,18
78692,"Tommy Robredo","Ricardas Berankis",19,17
78698,"Marcos Baghdatis","David Ferrer",13,8
78706,"Benoit Paire","Mikhail Youzhny",18,11
78706,"Dustin Brown","Rafael Nadal",22,19
78706,"John Millman","Tommy Robredo",18,9
78706,"Milos Raonic","Tommy Haas",25,15
78706,"Novak Djokovic","Bernard Tomic",18,9
78706,"Novak Djokovic","Jarkko Nieminen",18,9
78706,"Novak Djokovic","Kevin Anderson",31,24
78706,"Novak Djokovic","Marin Cilic",18,12
78706,"Novak Djokovic","Philipp Kohlschreiber",18,12
78706,"Novak Djokovic","Richard Gasquet",19,14
78706,"Novak Djokovic","Roger Federer",25,20
78706,"Rafael Nadal","Thomaz Bellucci",18,10
78706,"Roger Federer","Andy Murray",20,14
78706,"Roger Federer","Damir Dzumhur",18,7
78706,"Roger Federer","Gilles Simon",19,10
78706,"Roger Federer","Roberto Bautista Agut",18,7
78706,"Roger Federer","Sam Groth",24,17
78706,"Roger Federer","Sam Querrey",18,8
78706,"Tommy Haas","Dusan Lajovic",22,13
78720,"Adrian Mannarino","Tommy Haas",19,17
78727,"Bastian Trinker","Mikhail Youzhny",14,12
78727,"Benoit Paire","Tommy Robredo",13,9
78727,"Tommy Robredo","Albert Ramos-Vinolas",12,8
78727,"Tommy Robredo","Alexander Zverev",12,7
78727,"Tommy Robredo","Paul-Henri Mathieu",12,6
78734,"Benoit Paire","Tommy Robredo",15,14
78734,"Pablo Carreno Busta","Mikhail Youzhny",12,3
78734,"Rafael Nadal","Andreas Seppi",12,3
78734,"Rafael Nadal","Fabio Fognini",14,10
78734,"Rafael Nadal","Fernando Verdasco",15,8
78734,"Rafael Nadal","Jiri Vesely",13,10
78734,"Rafael Nadal","Pablo Cuevas",12,5
78734,"Tommy Robredo","Alexander Zverev",18,13
78741,"Donald Young","Tommy Haas",12,7
78741,"Dusan Lajovic","Mikhail Youzhny",12,7
78748,"Andy Murray","Novak Djokovic",16,13
78748,"Andy Murray","Tommy Robredo",13,9
78748,"Kei Nishikori","Rafael Nadal",12,6
78748,"Mikhail Youzhny","Gilles Simon",12,5
78748,"Mikhail Youzhny","John-Patrick Smith",13,7
78748,"Mikhail Youzhny","Pierre-Hugues Herbert",12,7
78748,"Mikhail Youzhny","Viktor Troicki",13,8
78748,"Novak Djokovic","Ernests Gulbis",18,14
78748,"Novak Djokovic","Jack Sock",12,3
78748,"Novak Djokovic","Jeremy Chardy",12,8
78748,"Novak Djokovic","Thomaz Bellucci",13,9
78748,"Rafael Nadal","Mikhail Youzhny",12,6
78748,"Rafael Nadal","Sergiy Stakhovsky",13,9
78748,"Tommy Robredo","Feliciano Lopez",15,12
78754,"Feliciano Lopez","Rafael Nadal",18,17
78754,"Mikhail Youzhny","Mikhail Kukushkin",13,15
78754,"Novak Djokovic","Alexandr Dolgopolov",17,14
78754,"Novak Djokovic","Benoit Paire",13,7
78754,"Novak Djokovic","David Goffin",14,13
78754,"Novak Djokovic","Stan Wawrinka",12,5
78754,"Rafael Nadal","Jeremy Chardy",12,7
78754,"Roger Federer","Andy Murray",13,10
78754,"Roger Federer","Feliciano Lopez",12,7
78754,"Roger Federer","Kevin Anderson",12,2
78754,"Roger Federer","Novak Djokovic",13,9
78754,"Roger Federer","Roberto Bautista Agut",12,8
78754,"Tomas Berdych","Tommy Robredo",12,1
78754,"Tommy Robredo","Pablo Andujar",15,10
78754,"Tommy Robredo","Sam Querrey",17,11
78754,"Yen-Hsun Lu","Mikhail Youzhny",14,12
78761,"Pablo Carreno Busta","Tommy Haas",12,7
78769,"Benoit Paire","Tommy Robredo",19,8
78769,"David Ferrer","Filip Krajinovic",21,16
78769,"David Ferrer","Radu Albot",23,12
78769,"Fabio Fognini","Rafael Nadal",25,23
78769,"Fernando Verdasco","Tommy Haas",27,18
78769,"Jeremy Chardy","David Ferrer",23,16
78769,"John Isner","Mikhail Youzhny",18,11
78769,"Mikhail Youzhny","John-Patrick Smith",23,18
78769,"Novak Djokovic","Andreas Haider-Maurer",18,7
78769,"Novak Djokovic","Andreas Seppi",20,13
78769,"Novak Djokovic","Feliciano Lopez",22,16
78769,"Novak Djokovic","Joao Souza",18,3
78769,"Novak Djokovic","Marin Cilic",18,3
78769,"Novak Djokovic","Roberto Bautista Agut",22,16
78769,"Novak Djokovic","Roger Federer",23,19
78769,"Rafael Nadal","Borna Coric",22,15
78769,"Rafael Nadal","Diego Schwartzman",20,14
78769,"Roger Federer","John Isner",21,17
78769,"Roger Federer","Leonardo Mayer",18,5
78769,"Roger Federer","Philipp Kohlschreiber",18,11
78769,"Roger Federer","Richard Gasquet",18,7
78769,"Roger Federer","Stan Wawrinka",18,8
78769,"Roger Federer","Steve Darcis",18,4
78769,"Tommy Robredo","Michael Berrer",18,8
78769,"Tommy Robredo","Sam Groth",19,14
78790,"Milos Raonic","Tommy Robredo",12,3
78790,"Tommy Robredo","Marcos Baghdatis",13,7
78790,"Tommy Robredo","Mikhail Youzhny",15,13
78797,"Aljaz Bedene","Mikhail Youzhny",12,6
78797,"David Ferrer","Benjamin Becker",15,12
78797,"David Ferrer","Feliciano Lopez",14,10
78797,"David Ferrer","Mikhail Kukushkin",12,7
78797,"David Ferrer","Radek Stepanek",13,8
78797,"Tomas Berdych","Tommy Robredo",12,5
78797,"Tommy Robredo","Hiroki Moriya",13,8
78797,"Tommy Robredo","Simone Bolelli",13,12
78804,"David Ferrer","Lukas Rosol",13,8
78804,"David Ferrer","Thomaz Bellucci",12,7
78804,"David Ferrer","Yen-Hsun Lu",12,4
78804,"Gilles Simon","Mikhail Youzhny",12,8
78804,"John Millman","Tommy Robredo",16,7
78804,"Mikhail Youzhny","Jarkko Nieminen",13,9
78804,"Mikhail Youzhny","Pierre-Hugues Herbert",13,10
78804,"Novak Djokovic","David Ferrer",12,5
78804,"Novak Djokovic","John Isner",12,4
78804,"Novak Djokovic","Rafael Nadal",12,4
78804,"Novak Djokovic","Simone Bolelli",12,2
78804,"Novak Djokovic","Ze Zhang",12,3
78804,"Rafael Nadal","Di Wu",12,8
78804,"Rafael Nadal","Fabio Fognini",13,8
78804,"Rafael Nadal","Jack Sock",15,13
78804,"Rafael Nadal","Vasek Pospisil",13,10
78810,"Albert Ramos-Vinolas","Roger Federer",15,15
78810,"Bernard Tomic","David Ferrer",12,6
78810,"Jo-Wilfried Tsonga","Rafael Nadal",13,15
78810,"Jo-Wilfried Tsonga","Tommy Robredo",18,11
78810,"Kevin Anderson","Tommy Haas",13,8
78810,"Novak Djokovic","Andy Murray",12,4
78810,"Novak Djokovic","Bernard Tomic",13,7
78810,"Novak Djokovic","Feliciano Lopez",12,5
78810,"Novak Djokovic","Jo-Wilfried Tsonga",12,6
78810,"Novak Djokovic","Martin Klizan",12,3
78810,"Rafael Nadal","Ivo Karlovic",20,18
78810,"Rafael Nadal","Milos Raonic",13,9
78810,"Rafael Nadal","Stan Wawrinka",12,3
78818,"Aslan Karatsev","Mikhail Youzhny",12,8
78818,"David Ferrer","Albert Ramos-Vinolas",13,13
78818,"David Ferrer","Fabio Fognini",12,6
78818,"David Ferrer","Gael Monfils",14,11
78818,"David Ferrer","Guillermo Garcia-Lopez",12,2
78818,"David Ferrer","Steve Johnson",17,15
78818,"Jo-Wilfried Tsonga","Tommy Haas",18,14
78825,"Jerzy Janowicz","Mikhail Youzhny",12,5
78825,"Mikhail Youzhny","Nikoloz Basilashvili",12,6
78825,"Rafael Nadal","Grigor Dimitrov",16,13
78825,"Rafael Nadal","Lukas Rosol",15,17
78825,"Rafael Nadal","Marin Cilic",16,12
78825,"Rafael Nadal","Richard Gasquet",13,10
78825,"Roger Federer","David Goffin",15,10
78825,"Roger Federer","Jack Sock",12,7
78825,"Roger Federer","Mikhail Kukushkin",12,3
78825,"Roger Federer","Philipp Kohlschreiber",16,14
78825,"Roger Federer","Rafael Nadal",17,13
78832,"Andy Murray","David Ferrer",12,7
78832,"David Ferrer","Alexandr Dolgopolov",12,4
78832,"David Ferrer","Grigor Dimitrov",18,12
78832,"David Ferrer","John Isner",18,12
78832,"John Isner","Roger Federer",17,18
78832,"Novak Djokovic","Andy Murray",12,6
78832,"Novak Djokovic","Gilles Simon",13,8
78832,"Novak Djokovic","Stan Wawrinka",15,9
78832,"Novak Djokovic","Thomaz Bellucci",13,8
78832,"Novak Djokovic","Tomas Berdych",14,12
78832,"Rafael Nadal","Kevin Anderson",17,14
78832,"Rafael Nadal","Lukas Rosol",12,4
78832,"Roger Federer","Andreas Seppi",12,2
78832,"Stan Wawrinka","Rafael Nadal",14,12
78845,"Andy Murray","David Ferrer",12,8
78845,"Novak Djokovic","Kei Nishikori",12,2
78845,"Novak Djokovic","Rafael Nadal",12,6
78845,"Novak Djokovic","Roger Federer",12,7
78845,"Novak Djokovic","Tomas Berdych",13,8
78845,"Rafael Nadal","Andy Murray",12,5
78845,"Rafael Nadal","David Ferrer",18,14
78845,"Rafael Nadal","Stan Wawrinka",12,5
78845,"Roger Federer","Kei Nishikori",17,15
78845,"Roger Federer","Novak Djokovic",13,7
78845,"Roger Federer","Stan Wawrinka",13,8
78845,"Roger Federer","Tomas Berdych",12,6
78845,"Stan Wawrinka","David Ferrer",13,7
78895,"Illya Marchenko","David Ferrer",18,12
78895,"Milos Raonic","Roger Federer",12,8
78895,"Novak Djokovic","Dustin Brown",12,4
78895,"Novak Djokovic","Fernando Verdasco",12,4
78895,"Novak Djokovic","Leonardo Mayer",13,8
78895,"Novak Djokovic","Rafael Nadal",12,3
78895,"Novak Djokovic","Tomas Berdych",13,9
78895,"Rafael Nadal","Andrey Kuznetsov",17,14
78895,"Rafael Nadal","Illya Marchenko",12,7
78895,"Rafael Nadal","Pablo Carreno Busta",18,11
78895,"Rafael Nadal","Robin Haase",12,5
78895,"Roger Federer","Dominic Thiem",12,5
78895,"Roger Federer","Grigor Dimitrov",18,15
78895,"Roger Federer","Tobias Kamke",12,3
78902,"David Ferrer","Lukas Rosol",12,7
78902,"David Ferrer","Matthew Barton",12,6
78902,"Jack Sock","David Ferrer",15,9
78902,"Tommy Robredo","John Millman",13,9
78902,"Viktor Troicki","Tommy Robredo",12,5
78909,"Andy Murray","David Ferrer",24,15
78909,"David Ferrer","John Isner",19,13
78909,"David Ferrer","Lleyton Hewitt",18,10
78909,"David Ferrer","Peter Gojowczyk",18,10
78909,"David Ferrer","Steve Johnson",18,9
78909,"Fernando Verdasco","Rafael Nadal",27,26
78909,"Milos Raonic","Tommy Robredo",21,17
78909,"Novak Djokovic","Andreas Seppi",20,12
78909,"Novak Djokovic","Andy Murray",20,12
78909,"Novak Djokovic","Gilles Simon",28,23
78909,"Novak Djokovic","Hyeon Chung",18,9
78909,"Novak Djokovic","Kei Nishikori",18,9
78909,"Novak Djokovic","Quentin Halys",19,9
78909,"Novak Djokovic","Roger Federer",21,12
78909,"Roger Federer","Alexandr Dolgopolov",19,9
78909,"Roger Federer","David Goffin",18,7
78909,"Roger Federer","Grigor Dimitrov",21,15
78909,"Roger Federer","Nikoloz Basilashvili",18,5
78909,"Roger Federer","Tomas Berdych",19,12
78909,"Tommy Robredo","Malek Jaziri",29,29
78930,"David Ferrer","Pablo Cuevas",13,13
78930,"David Ferrer","Renzo Olivo",12,4
78930,"Dominic Thiem","Rafael Nadal",17,16
78930,"Martin Klizan","Tommy Robredo",18,12
78930,"Nicolas Almagro","David Ferrer",13,9
78930,"Rafael Nadal","Juan Monaco",12,8
78930,"Rafael Nadal","Paolo Lorenzi",13,8
78937,"David Ferrer","Albert Ramos-Vinolas",16,11
78937,"David Ferrer","Nicolas Jarry",13,9
78937,"Dominic Thiem","David Ferrer",12,5
78937,"Pablo Cuevas","Rafael Nadal",19,17
78937,"Rafael Nadal","Alexandr Dolgopolov",0,0
78937,"Rafael Nadal","Nicolas Almagro",13,8
78937,"Rafael Nadal","Pablo Carreno Busta",12,5
78944,"Alexandr Dolgopolov","David Ferrer",12,8
78944,"David Ferrer","John Millman",12,6
78944,"Feliciano Lopez","Novak Djokovic",6,3
78944,"Malek Jaziri","Mikhail Youzhny",12,5
78944,"Mikhail Youzhny","Nikoloz Basilashvili",12,6
78944,"Mikhail Youzhny","Sam Barry",13,8
78944,"Novak Djokovic","Malek Jaziri",12,3
78944,"Novak Djokovic","Tommy Robredo",12,3
78961,"Mikhail Youzhny","Aljaz Bedene",15,14
78961,"Novak Djokovic","Bjorn Fratangelo",14,9
78961,"Novak Djokovic","Feliciano Lopez",12,6
78961,"Novak Djokovic","Jo-Wilfried Tsonga",14,12
78961,"Novak Djokovic","Milos Raonic",12,2
78961,"Novak Djokovic","Philipp Kohlschreiber",14,10
78961,"Novak Djokovic","Rafael Nadal",13,8
78961,"Rafael Nadal","Alexander Zverev",19,12
78961,"Rafael Nadal","Fernando Verdasco",13,6
78961,"Rafael Nadal","Gilles Muller",14,12
78961,"Rafael Nadal","Kei Nishikori",12,7
78961,"Roberto Bautista Agut","Mikhail Youzhny",0,0
78974,"Benoit Paire","Mikhail Youzhny",12,7
78974,"Damir Dzumhur","Rafael Nadal",11,10
78974,"David Ferrer","Taylor Fritz",13,7
78974,"Lucas Pouille","David Ferrer",20,18
78974,"Mikhail Youzhny","Ernests Gulbis",12,6
78974,"Novak Djokovic","David Goffin",13,10
78974,"Novak Djokovic","Dominic Thiem",12,7
78974,"Novak Djokovic","Joao Sousa",12,5
78974,"Novak Djokovic","Kei Nishikori",12,6
78974,"Novak Djokovic","Kyle Edmund",12,6
78974,"Novak Djokovic","Tomas Berdych",12,6
78992,"Jiri Vesely","Novak Djokovic",14,14
78992,"Jo-Wilfried Tsonga","Roger Federer",16,13
78992,"Mikhail Youzhny","Daniel Brands",12,7
78992,"Pierre-Hugues Herbert","Mikhail Youzhny",15,16
78992,"Rafael Nadal","Aljaz Bedene",12,6
78992,"Rafael Nadal","Andy Murray",14,12
78992,"Rafael Nadal","Dominic Thiem",13,8
78992,"Rafael Nadal","Gael Monfils",18,12
78992,"Rafael Nadal","Stan Wawrinka",12,5
78992,"Roger Federer","Guillermo Garcia-Lopez",12,7
78992,"Roger Federer","Roberto Bautista Agut",12,6
79000,"Fabio Fognini","Mikhail Youzhny",15,7
79000,"Mikhail Youzhny","Rajeev Ram",12,4
79000,"Rafael Nadal","Albert Montanes",12,4
79000,"Rafael Nadal","Fabio Fognini",13,8
79000,"Rafael Nadal","Kei Nishikori",13,9
79000,"Rafael Nadal","Marcel Granollers",12,5
79000,"Rafael Nadal","Philipp Kohlschreiber",12,6
79007,"Thomaz Bellucci","Mikhail Youzhny",7,3
79013,"Andy Murray","Rafael Nadal",13,9
79013,"David Ferrer","Denis Kudla",16,14
79013,"David Ferrer","Guillermo Garcia-Lopez",15,9
79013,"Mikhail Youzhny","Akira Santillan",13,9
79013,"Novak Djokovic","Andy Murray",15,11
79013,"Novak Djokovic","Borna Coric",12,6
79013,"Novak Djokovic","Kei Nishikori",13,9
79013,"Novak Djokovic","Milos Raonic",12,7
79013,"Novak Djokovic","Roberto Bautista Agut",12,3
79013,"Pierre-Hugues Herbert","Mikhail Youzhny",13,6
79013,"Rafael Nadal","Andrey Kuznetsov",12,6
79013,"Rafael Nadal","Joao Sousa",16,9
79013,"Rafael Nadal","Sam Querrey",12,6
79013,"Tomas Berdych","David Ferrer",14,11
79020,"Andy Murray","Novak Djokovic",12,6
79020,"David Ferrer","Filippo Volandri",17,12
79020,"David Ferrer","Guillermo Garcia-Lopez",12,7
79020,"Dominic Thiem","Roger Federer",13,10
79020,"Lucas Pouille","David Ferrer",12,5
79020,"Novak Djokovic","Kei Nishikori",15,16
79020,"Novak Djokovic","Rafael Nadal",14,11
79020,"Novak Djokovic","Stephane Robert",14,10
79020,"Novak Djokovic","Thomaz Bellucci",12,11
79020,"Rafael Nadal","Nick Kyrgios",18,13
79020,"Rafael Nadal","Philipp Kohlschreiber",12,6
79020,"Roger Federer","Alexander Zverev",13,8
79027,"David Ferrer","Denis Istomin",5,9
79027,"David Ferrer","Guillermo Garcia-Lopez",12,4
79027,"Marin Cilic","David Ferrer",14,10
79027,"Steve Johnson","Mikhail Youzhny",13,8
79034,"David Ferrer","Evgeny Donskoy",18,3
79034,"David Ferrer","Feliciano Lopez",19,11
79034,"David Ferrer","Juan Monaco",24,16
79034,"Ivan Dodig","Mikhail Youzhny",26,25
79034,"Marcel Granollers","Rafael Nadal",0,0
79034,"Novak Djokovic","Aljaz Bedene",18,8
79034,"Novak Djokovic","Andy Murray",21,13
79034,"Novak Djokovic","Dominic Thiem",18,7
79034,"Novak Djokovic","Roberto Bautista Agut",22,16
79034,"Novak Djokovic","Steve Darcis",19,12
79034,"Novak Djokovic","Tomas Berdych",19,11
79034,"Novak Djokovic","Yen-Hsun Lu",18,6
79034,"Rafael Nadal","Facundo Bagnis",18,6
79034,"Rafael Nadal","Sam Groth",18,3
79034,"Tomas Berdych","David Ferrer",19,11
79049,"David Ferrer","Dudi Sela",12,8
79049,"Dominic Thiem","Mikhail Youzhny",16,15
79049,"Dominic Thiem","Roger Federer",16,16
79049,"Gilles Muller","David Ferrer",17,16
79049,"Mikhail Youzhny","Feliciano Lopez",13,9
79049,"Mikhail Youzhny","Sergiy Stakhovsky",13,9
79049,"Roger Federer","Florian Mayer",14,12
79049,"Roger Federer","Taylor Fritz",17,15
79056,"Alexander Zverev","Roger Federer",18,16
79056,"Andreas Seppi","David Ferrer",12,7
79056,"Roger Federer","David Goffin",13,7
79056,"Roger Federer","Jan-Lennard Struff",13,10
79056,"Roger Federer","Malek Jaziri",13,8
79062,"Gilles Muller","Mikhail Youzhny",19,16
79062,"Mikhail Youzhny","Pablo Carreno Busta",12,5
79062,"Mikhail Youzhny","Teymuraz Gabashvili",16,12
79070,"Alexander Zverev","Mikhail Youzhny",25,18
79070,"David Ferrer","Dudi Sela",18,4
79070,"Mikhail Youzhny","Horacio Zeballos",21,15
79070,"Milos Raonic","Roger Federer",29,24
79070,"Nicolas Mahut","David Ferrer",18,8
79070,"Novak Djokovic","Adrian Mannarino",19,13
79070,"Novak Djokovic","James Ward",19,10
79070,"Roger Federer","Daniel Evans",18,8
79070,"Roger Federer","Guido Pella",20,15
79070,"Roger Federer","Marcus Willis",18,7
79070,"Roger Federer","Marin Cilic",29,25
79070,"Roger Federer","Steve Johnson",19,10
79070,"Sam Querrey","Novak Djokovic",23,19
79084,"Albert Ramos-Vinolas","David Ferrer",13,9
79084,"David Ferrer","Calvin Hemery",16,14
79084,"David Ferrer","Dustin Brown",16,11
79084,"Renzo Olivo","Mikhail Youzhny",15,13
79091,"Dustin Brown","Mikhail Youzhny",12,8
