"day","winner_name","loser_name","winner_games_won","loser_games_won"
78090,"Mikhail Youzhny","David Ferrer",13,8
78090,"Mikhail Youzhny","Dmitry Tursunov",12,6
78090,"Mikhail Youzhny","Jarkko Nieminen",19,16
78090,"Mikhail Youzhny","Philipp Kohlschreiber",12,7
78090,"Philipp Kohlschreiber","Tommy Haas",15,12
78090,"Roger Federer","Adrian Mannarino",12,6
78090,"Roger Federer","Denis Istomin",16,11
78090,"Roger Federer","Grigor Dimitrov",13,9
78090,"Roger Federer","Vasek Pospisil",19,15
78097,"David Ferrer","Gilles Simon",12,5
78097,"David Ferrer","Lukas Rosol",14,9
78097,"David Ferrer","Rafael Nadal",13,8
78097,"David Ferrer","Tomas Berdych",17,14
78097,"Kevin Anderson","Mikhail Youzhny",13,13
78097,"Novak Djokovic","David Ferrer",14,10
78097,"Novak Djokovic","John Isner",18,10
78097,"Novak Djokovic","Pierre-Hugues Herbert",13,9
78097,"Novak Djokovic","Roger Federer",16,11
78097,"Novak Djokovic","Stan Wawrinka",12,5
78097,"Philipp Kohlschreiber","Tommy Haas",12,4
78097,"Rafael Nadal","Jerzy Janowicz",13,9
78097,"Rafael Nadal","Marcel Granollers",14,10
78097,"Rafael Nadal","Richard Gasquet",12,5
78097,"Roger Federer","Juan Martin del Potro",16,12
78097,"Roger Federer","Kevin Anderson",12,8
78097,"Roger Federer","Philipp Kohlschreiber",12,7
78104,"Novak Djokovic","Juan Martin del Potro",15,12
78104,"Novak Djokovic","Rafael Nadal",12,7
78104,"Novak Djokovic","Richard Gasquet",17,15
78104,"Novak Djokovic","Roger Federer",18,13
78104,"Novak Djokovic","Stan Wawrinka",12,6
78104,"Rafael Nadal","David Ferrer",12,5
78104,"Rafael Nadal","Roger Federer",13,8
78104,"Rafael Nadal","Stan Wawrinka",14,12
78104,"Rafael Nadal","Tomas Berdych",13,13
78104,"Roger Federer","Juan Martin del Potro",18,17
78104,"Roger Federer","Richard Gasquet",12,7
78104,"Stan Wawrinka","David Ferrer",18,12
78104,"Tomas Berdych","David Ferrer",12,8
78160,"Kei Nishikori","Tommy Robredo",12,6
78160,"Tommy Robredo","Ryan Harrison",13,10
78161,"David Ferrer","Dustin Brown",17,12
78161,"David Ferrer","Paolo Lorenzi",12,3
78161,"David Ferrer","Tobias Kamke",12,5
78161,"Mikhail Youzhny","Benjamin Becker",17,13
78161,"Nikolay Davydenko","David Ferrer",12,5
78161,"Nikolay Davydenko","Mikhail Youzhny",13,8
78167,"David Ferrer","Donald Young",18,11
78167,"David Ferrer","Guillermo Garcia-Lopez",17,14
78167,"Jack Sock","Tommy Haas",12,8
78167,"Yen-Hsun Lu","David Ferrer",13,10
78174,"David Ferrer","Adrian Mannarino",24,16
78174,"David Ferrer","Alejandro Gonzalez",18,11
78174,"David Ferrer","Florian Mayer",25,15
78174,"David Ferrer","Jeremy Chardy",19,10
78174,"Florian Mayer","Mikhail Youzhny",24,22
78174,"Guillermo Garcia-Lopez","Tommy Haas",12,7
78174,"Mikhail Youzhny","Jan-Lennard Struff",18,7
78174,"Novak Djokovic","Denis Istomin",19,11
78174,"Novak Djokovic","Fabio Fognini",18,5
78174,"Novak Djokovic","Leonardo Mayer",18,8
78174,"Novak Djokovic","Lukas Lacko",19,10
78174,"Rafael Nadal","Bernard Tomic",6,4
78174,"Rafael Nadal","Gael Monfils",18,6
78174,"Rafael Nadal","Grigor Dimitrov",23,20
78174,"Rafael Nadal","Kei Nishikori",21,17
78174,"Rafael Nadal","Roger Federer",19,12
78174,"Rafael Nadal","Thanasi Kokkinakis",18,8
78174,"Roger Federer","Andy Murray",24,17
78174,"Roger Federer","Blaz Kavcic",19,9
78174,"Roger Federer","James Duckworth",18,10
78174,"Roger Federer","Jo-Wilfried Tsonga",19,12
78174,"Roger Federer","Teymuraz Gabashvili",18,7
78174,"Stan Wawrinka","Novak Djokovic",26,25
78174,"Stan Wawrinka","Rafael Nadal",21,14
78174,"Stan Wawrinka","Tommy Robredo",20,15
78174,"Tomas Berdych","David Ferrer",20,15
78174,"Tommy Robredo","Julien Benneteau",25,17
78174,"Tommy Robredo","Lukas Rosol",30,26
78174,"Tommy Robredo","Richard Gasquet",22,21
78195,"Bjorn Phau","Mikhail Youzhny",17,12
78195,"Leonardo Mayer","Tommy Robredo",16,16
78195,"Marin Cilic","Tommy Haas",12,7
78195,"Tommy Haas","Andrey Kuznetsov",13,10
78195,"Tommy Haas","Benjamin Becker",16,12
78195,"Tommy Haas","Daniel Evans",17,14
78202,"David Ferrer","Albert Ramos-Vinolas",12,3
78202,"David Ferrer","Fabio Fognini",12,7
78202,"David Ferrer","Maximo Gonzalez",13,10
78202,"David Ferrer","Nicolas Almagro",12,6
78202,"David Ferrer","Santiago Giraldo",13,10
78202,"Fabio Fognini","Tommy Robredo",16,14
78202,"Igor Sijsling","Mikhail Youzhny",12,4
78202,"Jerzy Janowicz","Tommy Haas",12,8
78202,"Tommy Haas","Fernando Verdasco",20,18
78202,"Tommy Robredo","Guido Pella",16,11
78202,"Tommy Robredo","Pablo Carreno Busta",12,8
78202,"Tommy Robredo","Robin Haase",8,1
78209,"Alexandr Dolgopolov","David Ferrer",12,8
78209,"David Ferrer","Federico Delbonis",13,7
78209,"David Ferrer","Jeremy Chardy",12,5
78209,"David Ferrer","Thomaz Bellucci",16,12
78209,"Pablo Andujar","Tommy Robredo",12,2
78209,"Rafael Nadal","Albert Montanes",12,3
78209,"Rafael Nadal","Alexandr Dolgopolov",13,9
78209,"Rafael Nadal","Daniel Gimeno-Traver",13,8
78209,"Rafael Nadal","Joao Sousa",12,1
78209,"Rafael Nadal","Pablo Andujar",15,15
78209,"Steve Johnson","Tommy Haas",15,16
78209,"Tommy Haas","Wayne Odesnik",12,3
78209,"Tommy Robredo","Dusan Lajovic",12,3
78209,"Tommy Robredo","Pablo Carreno Busta",13,9
78216,"David Ferrer","Feliciano Lopez",13,8
78216,"David Ferrer","Mikhail Kukushkin",12,5
78216,"Kevin Anderson","David Ferrer",6,8
78216,"Mikhail Youzhny","James Ward",13,7
78216,"Mikhail Youzhny","Michal Przysiezny",12,7
78216,"Novak Djokovic","Denis Istomin",12,6
78216,"Novak Djokovic","Mikhail Youzhny",0,0
78216,"Novak Djokovic","Roberto Bautista Agut",12,4
78216,"Paolo Lorenzi","Tommy Haas",9,5
78216,"Roger Federer","Benjamin Becker",12,5
78216,"Roger Federer","Lukas Rosol",12,4
78216,"Roger Federer","Novak Djokovic",15,11
78216,"Roger Federer","Radek Stepanek",18,12
78216,"Roger Federer","Tomas Berdych",15,13
78216,"Tommy Haas","Horacio Zeballos",17,12
78216,"Tommy Haas","Potito Starace",13,9
78226,"Alexandr Dolgopolov","Rafael Nadal",16,15
78226,"Marin Cilic","Tommy Robredo",12,7
78226,"Novak Djokovic","Alejandro Gonzalez",15,8
78226,"Novak Djokovic","John Isner",19,13
78226,"Novak Djokovic","Julien Benneteau",12,4
78226,"Novak Djokovic","Marin Cilic",13,11
78226,"Novak Djokovic","Roger Federer",16,15
78226,"Novak Djokovic","Victor Hanescu",13,8
78226,"Rafael Nadal","Radek Stepanek",15,15
78226,"Roger Federer","Alexandr Dolgopolov",12,4
78226,"Roger Federer","Dmitry Tursunov",14,12
78226,"Roger Federer","Kevin Anderson",13,6
78226,"Roger Federer","Paul-Henri Mathieu",13,8
78226,"Roger Federer","Tommy Haas",12,8
78226,"Tommy Haas","Jeremy Chardy",12,7
78226,"Tommy Haas","Kei Nishikori",13,8
78226,"Tommy Robredo","Marinko Matosevic",18,17
78239,"David Ferrer","Andreas Seppi",12,5
78239,"David Ferrer","Teymuraz Gabashvili",12,4
78239,"Kei Nishikori","David Ferrer",16,18
78239,"Kei Nishikori","Roger Federer",16,15
78239,"Novak Djokovic","Andy Murray",13,8
78239,"Novak Djokovic","Florian Mayer",0,0
78239,"Novak Djokovic","Jeremy Chardy",12,7
78239,"Novak Djokovic","Kei Nishikori",0,0
78239,"Novak Djokovic","Rafael Nadal",12,6
78239,"Novak Djokovic","Tommy Robredo",13,8
78239,"Rafael Nadal","Denis Istomin",12,1
78239,"Rafael Nadal","Fabio Fognini",12,4
78239,"Rafael Nadal","Lleyton Hewitt",12,4
78239,"Rafael Nadal","Milos Raonic",16,12
78239,"Rafael Nadal","Tomas Berdych",0,0
78239,"Roger Federer","Ivo Karlovic",13,10
78239,"Roger Federer","Richard Gasquet",12,3
78239,"Roger Federer","Thiemo de Bakker",12,6
78239,"Tommy Robredo","Dominic Thiem",13,10
78239,"Tommy Robredo","Julien Benneteau",12,7
78258,"Santiago Giraldo","Tommy Robredo",12,7
78264,"Andreas Seppi","Mikhail Youzhny",13,9
78264,"David Ferrer","Grigor Dimitrov",12,6
78264,"David Ferrer","Jeremy Chardy",12,3
78264,"David Ferrer","Rafael Nadal",13,10
78264,"Milos Raonic","Tommy Robredo",12,7
78264,"Novak Djokovic","Albert Montanes",12,1
78264,"Novak Djokovic","Guillermo Garcia-Lopez",16,10
78264,"Novak Djokovic","Pablo Carreno Busta",12,1
78264,"Rafael Nadal","Andreas Seppi",12,4
78264,"Rafael Nadal","Teymuraz Gabashvili",12,5
78264,"Roger Federer","Jo-Wilfried Tsonga",15,13
78264,"Roger Federer","Lukas Rosol",12,5
78264,"Roger Federer","Novak Djokovic",13,7
78264,"Roger Federer","Radek Stepanek",12,3
78264,"Stan Wawrinka","David Ferrer",13,7
78264,"Stan Wawrinka","Roger Federer",17,14
78264,"Tommy Robredo","David Goffin",12,5
78264,"Tommy Robredo","Julien Benneteau",16,7
78272,"Marin Cilic","Tommy Robredo",20,18
78272,"Nicolas Almagro","Rafael Nadal",15,16
78272,"Rafael Nadal","Albert Ramos-Vinolas",13,10
78272,"Rafael Nadal","Ivan Dodig",12,6
78272,"Robin Haase","Mikhail Youzhny",12,6
78272,"Teymuraz Gabashvili","David Ferrer",12,6
78272,"Tommy Robredo","Marinko Matosevic",12,7
78279,"Martin Klizan","Mikhail Youzhny",19,15
78279,"Martin Klizan","Tommy Haas",12,5
78279,"Tommy Haas","Alejandro Falla",12,6
78279,"Tommy Haas","Andreas Seppi",15,12
78285,"David Ferrer","Albert Ramos-Vinolas",18,16
78285,"David Ferrer","Ernests Gulbis",13,9
78285,"David Ferrer","John Isner",12,8
78285,"Feliciano Lopez","Mikhail Youzhny",15,13
78285,"Igor Sijsling","Tommy Haas",15,11
78285,"Kei Nishikori","David Ferrer",18,16
78285,"Mikhail Youzhny","Benjamin Becker",12,7
78285,"Rafael Nadal","Jarkko Nieminen",12,5
78285,"Rafael Nadal","Juan Monaco",12,1
78285,"Rafael Nadal","Kei Nishikori",11,10
78285,"Rafael Nadal","Roberto Bautista Agut",12,7
78285,"Rafael Nadal","Tomas Berdych",12,6
78285,"Roberto Bautista Agut","Tommy Robredo",12,8
78292,"David Ferrer","Ernests Gulbis",12,5
78292,"David Ferrer","Mikhail Kukushkin",12,3
78292,"Grigor Dimitrov","Tommy Haas",6,2
78292,"Jeremy Chardy","Roger Federer",14,15
78292,"Mikhail Youzhny","Andrey Golubev",11,6
78292,"Mikhail Youzhny","Nicolas Mahut",12,8
78292,"Novak Djokovic","David Ferrer",17,14
78292,"Novak Djokovic","Milos Raonic",19,16
78292,"Novak Djokovic","Philipp Kohlschreiber",16,9
78292,"Novak Djokovic","Radek Stepanek",13,8
78292,"Novak Djokovic","Rafael Nadal",16,12
78292,"Philipp Kohlschreiber","Tommy Robredo",12,6
78292,"Rafael Nadal","Andy Murray",14,14
78292,"Rafael Nadal","Gilles Simon",19,15
78292,"Rafael Nadal","Grigor Dimitrov",12,4
78292,"Rafael Nadal","Mikhail Youzhny",18,10
78292,"Tommy Haas","Andreas Seppi",16,10
78292,"Tommy Haas","Igor Sijsling",13,7
78292,"Tommy Haas","Stan Wawrinka",17,12
78292,"Tommy Robredo","Juan Monaco",13,10
78307,"David Ferrer","Andreas Seppi",19,11
78307,"David Ferrer","Igor Sijsling",18,8
78307,"David Ferrer","Kevin Anderson",24,14
78307,"David Ferrer","Simone Bolelli",18,7
78307,"Ernests Gulbis","Roger Federer",29,24
78307,"John Isner","Tommy Robredo",27,24
78307,"Jurgen Zopp","Tommy Haas",2,5
78307,"Mikhail Youzhny","Pablo Carreno Busta",22,19
78307,"Novak Djokovic","Ernests Gulbis",21,15
78307,"Novak Djokovic","Jeremy Chardy",18,7
78307,"Novak Djokovic","Joao Sousa",18,7
78307,"Novak Djokovic","Jo-Wilfried Tsonga",18,6
78307,"Novak Djokovic","Marin Cilic",24,16
78307,"Novak Djokovic","Milos Raonic",20,15
78307,"Radek Stepanek","Mikhail Youzhny",21,13
78307,"Rafael Nadal","Andy Murray",18,6
78307,"Rafael Nadal","David Ferrer",22,11
78307,"Rafael Nadal","Dominic Thiem",18,7
78307,"Rafael Nadal","Dusan Lajovic",18,4
78307,"Rafael Nadal","Leonardo Mayer",19,9
78307,"Rafael Nadal","Novak Djokovic",22,17
78307,"Rafael Nadal","Robby Ginepri",18,3
78307,"Roger Federer","Diego Schwartzman",18,11
78307,"Roger Federer","Dmitry Tursunov",25,18
78307,"Roger Federer","Lukas Lacko",18,8
78307,"Tommy Robredo","James Ward",22,16
78307,"Tommy Robredo","Kenny De Schepper",18,8
78321,"Dustin Brown","Rafael Nadal",12,5
78321,"Ivo Karlovic","Mikhail Youzhny",12,7
78321,"Roger Federer","Alejandro Falla",14,12
78321,"Roger Federer","Joao Sousa",18,13
78321,"Roger Federer","Kei Nishikori",13,9
78321,"Roger Federer","Yen-Hsun Lu",0,0
78335,"Andrey Kuznetsov","David Ferrer",27,18
78335,"David Ferrer","Pablo Carreno Busta",24,9
78335,"Jimmy Wang","Mikhail Youzhny",25,18
78335,"Mikhail Youzhny","James Ward",18,5
78335,"Nick Kyrgios","Rafael Nadal",25,22
78335,"Novak Djokovic","Andrey Golubev",18,5
78335,"Novak Djokovic","Gilles Simon",18,10
78335,"Novak Djokovic","Grigor Dimitrov",23,22
78335,"Novak Djokovic","Jo-Wilfried Tsonga",19,13
78335,"Novak Djokovic","Marin Cilic",27,18
78335,"Novak Djokovic","Radek Stepanek",25,20
78335,"Novak Djokovic","Roger Federer",30,28
78335,"Rafael Nadal","Lukas Rosol",23,20
78335,"Rafael Nadal","Martin Klizan",22,15
78335,"Rafael Nadal","Mikhail Kukushkin",24,10
78335,"Roger Federer","Gilles Muller",19,11
78335,"Roger Federer","Milos Raonic",18,12
78335,"Roger Federer","Paolo Lorenzi",18,5
78335,"Roger Federer","Santiago Giraldo",18,7
78335,"Roger Federer","Stan Wawrinka",22,20
78335,"Roger Federer","Tommy Robredo",18,9
78335,"Tommy Robredo","Adrian Mannarino",19,11
78335,"Tommy Robredo","Jerzy Janowicz",28,22
78335,"Tommy Robredo","Lukas Lacko",20,18
78349,"Carlos Berlocq","David Ferrer",12,6
78349,"David Ferrer","Victor Hanescu",12,4
78349,"Lukas Rosol","Mikhail Youzhny",13,8
78349,"Mikhail Youzhny","Federico Delbonis",13,8
78349,"Mikhail Youzhny","Leonardo Mayer",12,2
78349,"Renzo Olivo","Tommy Robredo",13,9
78356,"Alexander Zverev","Mikhail Youzhny",14,10
78356,"David Ferrer","Alexander Zverev",12,1
78356,"David Ferrer","Andreas Seppi",15,12
78356,"David Ferrer","Mikhail Kukushkin",14,11
78356,"David Ferrer","Pablo Andujar",12,2
78356,"Leonardo Mayer","David Ferrer",19,14
78356,"Lukas Rosol","Tommy Robredo",14,11
78356,"Tommy Robredo","Daniel Gimeno-Traver",13,7
78363,"Mikhail Youzhny","Kenny De Schepper",12,7
78363,"Pablo Cuevas","Tommy Robredo",12,7
78363,"Robin Haase","Mikhail Youzhny",15,11
78363,"Tommy Robredo","Albert Ramos-Vinolas",12,8
78363,"Tommy Robredo","Marin Cilic",13,9
78363,"Tommy Robredo","Pablo Carreno Busta",12,5
78377,"David Ferrer","Ivan Dodig",13,12
78377,"David Ferrer","Michael Russell",14,11
78377,"Fabio Fognini","Mikhail Youzhny",12,7
78377,"Grigor Dimitrov","Tommy Robredo",18,16
78377,"Jo-Wilfried Tsonga","Novak Djokovic",12,4
78377,"Jo-Wilfried Tsonga","Roger Federer",14,11
78377,"Novak Djokovic","Gael Monfils",19,15
78377,"Roger Federer","David Ferrer",16,12
78377,"Roger Federer","Feliciano Lopez",12,7
78377,"Roger Federer","Marin Cilic",19,17
78377,"Roger Federer","Peter Polansky",12,2
78377,"Tommy Robredo","Gilles Simon",13,9
78377,"Tommy Robredo","Philipp Kohlschreiber",13,9
78383,"David Ferrer","Julien Benneteau",12,5
78383,"David Ferrer","Mikhail Youzhny",13,5
78383,"David Ferrer","Philipp Kohlschreiber",20,19
78383,"David Ferrer","Tommy Robredo",15,13
78383,"Mikhail Youzhny","Andreas Seppi",12,7
78383,"Mikhail Youzhny","Jo-Wilfried Tsonga",12,5
78383,"Novak Djokovic","Gilles Simon",16,13
78383,"Roger Federer","Andy Murray",13,8
78383,"Roger Federer","David Ferrer",13,11
78383,"Roger Federer","Gael Monfils",16,13
78383,"Roger Federer","Milos Raonic",12,5
78383,"Roger Federer","Vasek Pospisil",18,15
78383,"Tommy Robredo","Jack Sock",13,9
78383,"Tommy Robredo","Novak Djokovic",14,11
78383,"Tommy Robredo","Sam Querrey",12,6
78390,"Nicolas Mahut","Tommy Robredo",13,7
78398,"David Ferrer","Bernard Tomic",0,0
78398,"David Ferrer","Damir Dzumhur",20,11
78398,"Gilles Simon","David Ferrer",21,13
78398,"Kei Nishikori","Novak Djokovic",20,19
78398,"Marin Cilic","Roger Federer",18,11
78398,"Nick Kyrgios","Mikhail Youzhny",23,23
78398,"Novak Djokovic","Andy Murray",25,19
78398,"Novak Djokovic","Diego Schwartzman",18,7
78398,"Novak Djokovic","Paul-Henri Mathieu",18,4
78398,"Novak Djokovic","Philipp Kohlschreiber",19,10
78398,"Novak Djokovic","Sam Querrey",18,7
78398,"Roger Federer","Gael Monfils",26,23
78398,"Roger Federer","Marcel Granollers",22,9
78398,"Roger Federer","Marinko Matosevic",19,13
78398,"Roger Federer","Roberto Bautista Agut",18,9
78398,"Roger Federer","Sam Groth",18,12
78398,"Stan Wawrinka","Tommy Robredo",24,19
78398,"Tommy Robredo","Edouard Roger-Vasselin",18,11
78398,"Tommy Robredo","Nick Kyrgios",22,18
78398,"Tommy Robredo","Simone Bolelli",29,23
78426,"Andy Murray","Tommy Robredo",18,14
78426,"Tommy Robredo","Andreas Seppi",18,14
78426,"Tommy Robredo","Sam Groth",14,14
78426,"Tommy Robredo","Santiago Giraldo",12,5
78426,"Viktor Troicki","David Ferrer",12,7
78433,"John Isner","Tommy Robredo",17,17
78433,"Marcel Granollers","David Ferrer",16,14
78433,"Martin Klizan","Rafael Nadal",18,14
78433,"Novak Djokovic","Andy Murray",12,7
78433,"Novak Djokovic","Grigor Dimitrov",12,6
78433,"Novak Djokovic","Guillermo Garcia-Lopez",12,3
78433,"Novak Djokovic","Tomas Berdych",12,2
78433,"Novak Djokovic","Vasek Pospisil",13,8
78433,"Rafael Nadal","Peter Gojowczyk",12,7
78433,"Rafael Nadal","Richard Gasquet",12,4
78433,"Tommy Robredo","Andreas Seppi",16,14
78433,"Viktor Troicki","Mikhail Youzhny",12,7
78439,"David Ferrer","Andy Murray",14,9
78439,"David Ferrer","Martin Klizan",17,16
78439,"Feliciano Lopez","Mikhail Youzhny",17,15
78439,"Feliciano Lopez","Rafael Nadal",13,9
78439,"Mikhail Kukushkin","Tommy Robredo",16,15
78439,"Mikhail Youzhny","Ernests Gulbis",12,5
78439,"Mikhail Youzhny","Ivan Dodig",19,16
78439,"Mikhail Youzhny","Juan Monaco",17,12
78439,"Novak Djokovic","David Ferrer",12,6
78439,"Novak Djokovic","Dominic Thiem",12,7
78439,"Novak Djokovic","Mikhail Kukushkin",16,13
78439,"Roger Federer","Gilles Simon",14,12
78439,"Roger Federer","Julien Benneteau",13,6
78439,"Roger Federer","Leonardo Mayer",17,17
78439,"Roger Federer","Novak Djokovic",12,8
78439,"Roger Federer","Roberto Bautista Agut",12,6
78447,"Andy Murray","David Ferrer",18,14
78447,"David Ferrer","Ivo Karlovic",13,10
78447,"David Ferrer","Philipp Kohlschreiber",15,15
78447,"David Ferrer","Tobias Kamke",13,6
78447,"Marin Cilic","Tommy Robredo",12,6
78447,"Mikhail Kukushkin","Mikhail Youzhny",14,12
78447,"Mikhail Youzhny","Juan Monaco",13,9
78447,"Mikhail Youzhny","Victor Baluda",12,7
78447,"Tommy Robredo","Filip Krajinovic",12,7
78447,"Tommy Robredo","Pedja Krstin",13,10
78454,"Andy Murray","David Ferrer",13,9
78454,"Andy Murray","Tommy Robredo",17,18
78454,"Borna Coric","Rafael Nadal",13,8
78454,"David Ferrer","Andreas Seppi",13,8
78454,"David Ferrer","Fernando Verdasco",12,5
78454,"David Ferrer","Thomaz Bellucci",12,3
78454,"Rafael Nadal","Pierre-Hugues Herbert",12,2
78454,"Rafael Nadal","Simone Bolelli",12,4
78454,"Roger Federer","David Goffin",12,4
78454,"Roger Federer","Denis Istomin",15,13
78454,"Roger Federer","Gilles Muller",12,3
78454,"Roger Federer","Grigor Dimitrov",13,8
78454,"Roger Federer","Ivo Karlovic",16,15
78454,"Thomaz Bellucci","Mikhail Youzhny",13,8
78454,"Tommy Robredo","Jeremy Chardy",14,12
78454,"Tommy Robredo","John Isner",13,9
78454,"Tommy Robredo","Pablo Andujar",13,10
78454,"Tommy Robredo","Yen-Hsun Lu",12,6
78461,"David Ferrer","David Goffin",14,12
78461,"David Ferrer","Fernando Verdasco",12,3
78461,"Kei Nishikori","David Ferrer",16,16
78461,"Kei Nishikori","Tommy Robredo",18,12
78461,"Milos Raonic","Roger Federer",14,11
78461,"Novak Djokovic","Andy Murray",13,7
78461,"Novak Djokovic","Gael Monfils",13,9
78461,"Novak Djokovic","Kei Nishikori",12,5
78461,"Novak Djokovic","Milos Raonic",12,5
78461,"Novak Djokovic","Philipp Kohlschreiber",12,7
78461,"Roger Federer","Jeremy Chardy",19,17
78461,"Roger Federer","Lucas Pouille",12,8
78461,"Santiago Giraldo","Mikhail Youzhny",12,6
78461,"Tommy Robredo","Vasek Pospisil",17,15
78474,"Kei Nishikori","David Ferrer",16,11
78474,"Novak Djokovic","Kei Nishikori",15,7
78474,"Novak Djokovic","Marin Cilic",12,2
78474,"Novak Djokovic","Roger Federer",0,0
78474,"Novak Djokovic","Stan Wawrinka",12,3
78474,"Novak Djokovic","Tomas Berdych",12,4
78474,"Roger Federer","Andy Murray",12,1
78474,"Roger Federer","Kei Nishikori",12,5
78474,"Roger Federer","Milos Raonic",13,7
78474,"Roger Federer","Stan Wawrinka",18,17
78524,"Lleyton Hewitt","Roger Federer",16,10
78524,"Roger Federer","Jarkko Nieminen",12,6
78524,"Roger Federer","Jeremy Chardy",18,13
78524,"Roger Federer","Marinko Matosevic",12,2
78525,"Daniel Brands","David Ferrer",13,9
78525,"David Ferrer","Alexandr Dolgopolov",17,13
78525,"Dudi Sela","Mikhail Youzhny",3,1
78525,"Rafael Nadal","Ernests Gulbis",13,9
78525,"Rafael Nadal","Gael Monfils",18,10
78525,"Rafael Nadal","Lukas Rosol",13,8
78525,"Rafael Nadal","Peter Gojowczyk",16,11
78525,"Rafael Nadal","Tobias Kamke",18,13
78530,"Roger Federer","Grigor Dimitrov",12,4
78530,"Roger Federer","James Duckworth",12,1
78530,"Roger Federer","John Millman",16,13
78530,"Roger Federer","Milos Raonic",18,15
78531,"David Ferrer","Dustin Brown",12,4
78531,"David Ferrer","Fernando Verdasco",12,5
78531,"David Ferrer","Ivo Karlovic",20,19
78531,"David Ferrer","Thiemo de Bakker",18,14
78531,"David Ferrer","Tomas Berdych",13,9
78531,"Ivo Karlovic","Novak Djokovic",19,17
78531,"Michael Berrer","Rafael Nadal",13,13
78531,"Nikoloz Basilashvili","Mikhail Youzhny",13,7
78531,"Novak Djokovic","Dusan Lajovic",12,3
78531,"Novak Djokovic","Sergiy Stakhovsky",12,3
78545,"Andreas Seppi","Roger Federer",24,22
78545,"David Ferrer","Gilles Simon",25,20
78545,"David Ferrer","Sergiy Stakhovsky",23,16
78545,"David Ferrer","Thomaz Bellucci",24,12
78545,"Edouard Roger-Vasselin","Tommy Robredo",2,3
78545,"Kei Nishikori","David Ferrer",18,9
78545,"Novak Djokovic","Aljaz Bedene",18,9
78545,"Novak Djokovic","Andrey Kuznetsov",18,5
78545,"Novak Djokovic","Andy Murray",25,16
78545,"Novak Djokovic","Fernando Verdasco",19,13
78545,"Novak Djokovic","Gilles Muller",20,14
78545,"Novak Djokovic","Milos Raonic",19,12
78545,"Novak Djokovic","Stan Wawrinka",26,22
78545,"Rafael Nadal","Dudi Sela",19,6
78545,"Rafael Nadal","Kevin Anderson",19,10
78545,"Rafael Nadal","Mikhail Youzhny",18,7
78545,"Rafael Nadal","Tim Smyczek",28,23
78545,"Roger Federer","Simone Bolelli",21,13
78545,"Roger Federer","Yen-Hsun Lu",19,11
78545,"Tomas Berdych","Rafael Nadal",19,8
78559,"Marcos Baghdatis","Mikhail Youzhny",15,13
78559,"Mikhail Youzhny","Blaz Kavcic",13,13
78559,"Mikhail Youzhny","Sergiy Stakhovsky",12,3
78566,"Nicolas Almagro","Tommy Robredo",13,9
78573,"Andreas Haider-Maurer","Tommy Robredo",12,5
78573,"David Ferrer","Andreas Haider-Maurer",13,6
78573,"David Ferrer","Daniel Gimeno-Traver",12,7
78573,"David Ferrer","Fabio Fognini",12,5
78573,"David Ferrer","Juan Monaco",16,11
78573,"David Ferrer","Thiemo de Bakker",9,6
78573,"Fabio Fognini","Rafael Nadal",14,13
78573,"Rafael Nadal","Pablo Carreno Busta",13,8
78573,"Rafael Nadal","Pablo Cuevas",17,11
78573,"Rafael Nadal","Thomaz Bellucci",12,5
78573,"Tommy Robredo","Elias Ymer",12,7
78580,"David Ferrer","Bernard Tomic",15,11
78580,"David Ferrer","Igor Sijsling",13,9
78580,"David Ferrer","Kei Nishikori",13,8
78580,"David Ferrer","Marinko Matosevic",13,10
78580,"David Ferrer","Ryan Harrison",16,6
78580,"Nicolas Almagro","Tommy Robredo",12,5
78580,"Novak Djokovic","Andrey Golubev",12,3
78580,"Novak Djokovic","Marsel Ilhan",12,2
78580,"Novak Djokovic","Tomas Berdych",17,11
78580,"Novak Djokovic","Vasek Pospisil",12,8
78580,"Rafael Nadal","Carlos Berlocq",13,8
78580,"Rafael Nadal","Facundo Arguello",12,4
78580,"Rafael Nadal","Federico Delbonis",12,2
78580,"Rafael Nadal","Juan Monaco",12,5
78580,"Roger Federer","Borna Coric",12,3
78580,"Roger Federer","Fernando Verdasco",12,7
78580,"Roger Federer","Mikhail Youzhny",12,4
78580,"Roger Federer","Novak Djokovic",13,8
78580,"Roger Federer","Richard Gasquet",6,1
78580,"Tommy Robredo","Renzo Olivo",12,3
78597,"Bernard Tomic","David Ferrer",13,9
78597,"David Ferrer","Ivan Dodig",17,13
78597,"Milos Raonic","Rafael Nadal",18,17
78597,"Milos Raonic","Tommy Robredo",12,5
78597,"Novak Djokovic","Albert Ramos-Vinolas",13,8
78597,"Novak Djokovic","Andy Murray",12,5
78597,"Novak Djokovic","Bernard Tomic",0,0
78597,"Novak Djokovic","John Isner",13,10
78597,"Novak Djokovic","Marcos Baghdatis",12,4
78597,"Novak Djokovic","Roger Federer",18,12
78597,"Rafael Nadal","Donald Young",12,6
78597,"Rafael Nadal","Gilles Simon",12,6
78597,"Rafael Nadal","Igor Sijsling",12,6
78597,"Roger Federer","Andreas Seppi",12,7
78597,"Roger Federer","Diego Schwartzman",12,6
78597,"Roger Federer","Jack Sock",12,5
78597,"Roger Federer","Milos Raonic",13,9
78597,"Roger Federer","Tomas Berdych",12,4
78597,"Tommy Robredo","Andrey Golubev",18,15
